,user_id,user_url,last_edited,item_id,helpful,recommend,review,fecha
508,76561198084542731,http://steamcommunity.com/profiles/76561198084542731,,206420,No ratings yet,True,ผมเล่นไม่ได้ช่วยหน่อยครับ,2015-01-16
509,76561198084542731,http://steamcommunity.com/profiles/76561198084542731,,47790,No ratings yet,True,เป็นเกมที่สมจริงที่สุดเท่าทีเคยเล่นมา และเป็นเกมส์ที่ให้ข้อคิดเป็นดีที่สุด และให้เห็นความลำบาก ของทหาร อมเริกา ในแต่ละหน่อย ของ แต่ละกอง ทัพ ที่พวกเขา ได้ ฝ่าฝัน อุปสรรค ต่าง ๆ มากมาย ซึ้งเกมนี้จะให้ ขอคิด ในด่านท้ายๆ  ที่จะให้ผู้เล่น ได้ยิง กับ ผู้ก่อการร้าย ซึ่งทำให้ คุณภาพ ของปืน ในแต่ละ ด่าน ซึ่ง จะ สุ่มออก ไป และ อัพเกรดได้(มั้ง) แต่ มี อีกจุดนึงที่ ผม ชอบเป็นที่สุด มันจะมีด่านนึงที่ให้เราไปช่วยเพื่อนของ อีกหน่อย ซึ่งในด่านสุดท้าย จะเปลี่ยนไปอีกแนวนึง ๆ ได้ด้วย การใช้ RPG บุกเข้าไปในด่านนั้น ๆ ซึ่งจะมีอาวุธของทหาร อเมิรกา ในด่านๆ นั้น เอง ซึ่งด่านๆ นึง ต้องใช้ความแม่น ในอีกระดับนึกของผู้เล่น ทั้งฝ่าย และใช้ ความแม่นย่ำ ต่าง ๆ ใน แต่ละ ปืน จะแตกต่างกัน ออกไป ซึ่ง แบ่ง เป็น หน่วยๆ เช่น หน่วยซุ่มยิงก็จะมีสไนเปอร์เป็นปืนหลัก หน่วย ทหาร ลาดตะเวน ก็จะมี ปืน MP7 เป็นปืนหลัก และหน่อย ทหาร ราบ ก็จะใช้ อาวุธหนัก ไปตามๆ หน่วย ในเรื่องของภาพ ก็สวยไปอีกแบบนึง แต่ก็จะมี บัคเล็กน้อย ในด่าน เกือบท้าย ๆ และขอจบ ในการ ริวิว แค่นี้ สนับสนุนให้เล่นเกมส์แท้  ขอบคุณครัชชช :3 .,2014-02-16
510,76561198103671881,http://steamcommunity.com/profiles/76561198103671881,,570,1 of 1 people (100%) found this review helpful,True,Good teamwork game but most of the time there will ALWAYS be someone that will not listen or cooperate with team thus leading team to losing the game. Still a great game. Recommended for people that are trying out moba's.,2015-04-11
512,mrpfresh,http://steamcommunity.com/id/mrpfresh,,346110,1 of 2 people (50%) found this review helpful,True,I did not enjoy this game for the short time that I played it.,2015-10-16
514,GamerFag,http://steamcommunity.com/id/GamerFag,,440,No ratings yet,True,"It sucks that it is free now, but my god it is a brilliant MMOFPSRPG.",2012-07-15
515,GamerFag,http://steamcommunity.com/id/GamerFag,,70,No ratings yet,True,If you own any half life but not this one that is just sad and you are missing out on the beginging.,2011-01-27
516,GamerFag,http://steamcommunity.com/id/GamerFag,,420,No ratings yet,True,Alot of action really thriliing.,2011-01-27
517,GamerFag,http://steamcommunity.com/id/GamerFag,,380,No ratings yet,True,"Pretty good not as fun as the others but still good, make you wanting more.",2011-01-27
518,GamerFag,http://steamcommunity.com/id/GamerFag,,220,No ratings yet,True,2 words friking awesome!!!!!!!!!!!,2011-01-27
519,GamerFag,http://steamcommunity.com/id/GamerFag,,1250,No ratings yet,True,An Awesome co-op survival shooter! BUY IT!!!,2010-12-16
520,EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,,339230,15 of 27 people (56%) found this review helpful,False,this game is fun and very immersive however there seems to be a massive bug where it gives you several rubble/ blockades to use c4 on but i and others have worked out that it doesn't supply enough c4 for all these also there is next to no where if any to locate more piles of c4.,2015-09-09
521,EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,,349700,2 of 6 people (33%) found this review helpful,True,This game is 10x better then ISS on steam and did i mention the ftp (Free To Play) aspect is so much better then downloading or buying a game your unsure about.,2015-10-15
522,EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,,226700,0 of 6 people (0%) found this review helpful,True,great game but to many hackers and duplicators!,2013-11-26
523,EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,,209160,No ratings yet,True,great game but not for noobs!,2013-12-12
524,chidori_647,http://steamcommunity.com/id/chidori_647,,219990,11 of 19 people (58%) found this review helpful,True,"Remember Titan Quest? Grim Dawn is basically a more improved verison of it, so if you enjoyed Titan Quest, you should enjoy Grim Dawn.",2013-12-15
525,chidori_647,http://steamcommunity.com/id/chidori_647,,213670,3 of 6 people (50%) found this review helpful,True,"From the creators of the show, comes the South Park games.In South Park: The Stick of Truth, you will experience everything that has happened in the show. If you like or enjoy the show, then the game is a must.",2014-03-05
526,chidori_647,http://steamcommunity.com/id/chidori_647,,21100,3 of 6 people (50%) found this review helpful,False,"Horrible. Gameplay is rather sluggish, graphics arent too good, and the matchmaking just doesn't want to work like it should do.",2013-11-30
527,chidori_647,http://steamcommunity.com/id/chidori_647,,8190,1 of 3 people (33%) found this review helpful,True,"Fun game. Think of the game as a more destructive GTA game. In Just Cause 2, there's a lot of things you can do, such as doing the missions (takeover strongholds, complete factions) or just free roam. There are also different collectables throughout the game. I would have to say that the game-play is good, but not great, and the graphics are pretty decent.",2013-12-02
528,chidori_647,http://steamcommunity.com/id/chidori_647,,215470,5 of 17 people (29%) found this review helpful,False,"I do not recommened this game at all. The gameplay is really awful, and the servers are just laggy. To me, it feels like that the game isn't being supported by the developers.",2013-11-28
529,76561198092227136,http://steamcommunity.com/profiles/76561198092227136,,730,2 of 5 people (40%) found this review helpful,True,Este juego csgo es muy bueno me gusta good,2014-09-11
530,76561198092227136,http://steamcommunity.com/profiles/76561198092227136,,1250,No ratings yet,True,este juego es muy bueno,2014-05-26
531,hellcat59,http://steamcommunity.com/id/hellcat59,,4000,2 of 3 people (67%) found this review helpful,True,"Great game for doing anything you want, from spawning in civilians, to building houses and blowing things up. The amount of mods that you can get for this mod is amazing, and never gives the game any dull moments. Definitely recommended!",2014-07-18
532,76561198007584361,http://steamcommunity.com/profiles/76561198007584361,,401650,4 of 23 people (17%) found this review helpful,True,"Loved it, drawing my bow for 4 seconds as the enemies emptied their clips into me, reloaded and emptied them again before I fired 1 arrow and missed.8 seconds later and 1 down, thankfully rescued by my teammate we did it all again, I even got a kill that game!With the Javelin, which is pretty badass, just wish there was 5 or 6, instead of 3, seems a bit useless since there are so few.Love the masks! have to say they are the Pro of this DLC.",2015-09-10
533,tbimperator,http://steamcommunity.com/id/tbimperator,,35450,No ratings yet,True,"Awesome fun, best online shooter i have played",2012-05-22
534,Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,,230410,1 of 2 people (50%) found this review helpful,True," great gunplay, nice alternatives, good stealth play, amazing graphics, cool characters, great voice acting10/10 in my booksoh and SPACE NINJAS",2015-01-17
535,Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,,304930,No ratings yet,False,"it is a fun game but when you get full ghillie suit,canteen,alice pack,cornfield(infinite food pretty much) the game just sinks, it becomes boring and stupid, Then multiplayer you die loose all your stuff and well, have fun starting over, The developer could have put more thought into the graphics as well. All and all i dont recomend it, it get boring and very repeditive.~thomas the dank engine",2014-10-24
536,ulramite,http://steamcommunity.com/id/ulramite,,290020,2 of 3 people (67%) found this review helpful,True,"Very nice game, easy to learn but hard to master i can tell. I haven't played very long but i can see it has a huge potential. I just wish my computer wasn't forced to 15 FPS while playing. :(",2014-10-27
537,ulramite,http://steamcommunity.com/id/ulramite,,248860,0 of 1 people (0%) found this review helpful,True,"Amazing strategy game. Combat works very well and surviving in the wild is hard, just as i imagine it would be in real life. Over a few playthroughs i have frozen to death, died of acute bleeding in the lungs, and of a traumatic brain injury. And if a game has realistic ways of dying then you know its a good strategy game.",2014-02-08
539,-GM-Dragon,http://steamcommunity.com/id/-GM-Dragon,,226700,12 of 14 people (86%) found this review helpful,False,"This game is rubbish, a samurai sword takes just as long to kill them as punching them, I have been riped off by this stupid fn game and the creators should be lined up and shot",2014-03-08
540,-GM-Dragon,http://steamcommunity.com/id/-GM-Dragon,,244850,No ratings yet,True,"WOW! Just look at my hrs played, I didn't even know I have spent that much time on this game!!! Time well spent! If you have heard it's good that's because it is, If you've heard its bad it is only lacking improvement in those area's, this is an Early Access Game = not finished! If you find something the needs work TELL THE TEAM!!!! They are more than happy to include everyone's ideas. If your still not sold by recommendation from a friend just try it out during the many free to play weekends.",2015-06-10
541,76561198054040292,http://steamcommunity.com/profiles/76561198054040292,,298260,No ratings yet,True,"Definitely recommend this game, I mean besides the amazing graphics and hilarious storyline, this game continues to screw with my mind over and over again. Must play~~",2015-03-13
542,76561198078799606,http://steamcommunity.com/profiles/76561198078799606,,370240,No ratings yet,False,"WARNING, DO NOT BUY!!! I don;t know if it's just me but the graphics on this games are just horrible, even when all graphical settings are on high. My beast gaming laptop goes beyond all the system requirements of this game, and (before i get all the hate for using a laptop) I play gta 5 constantly on 50+ FPS fully optimised. So ***WARNING TO ALL LAPTOP OR PC GAMERS: SPORTS GAMES ARE FOR CONSOLES, NOT COMPUTERS*** If you want to buy this game despite all the deserved hate, wait a few months until all the patches and bug fixed are released, please... I made the mistake of buying it on 2nd day of launch, exactly the same to when i pre-ordered arkham knight... (you know how that turned out). ",2015-10-01
543,76561198078799606,http://steamcommunity.com/profiles/76561198078799606,,730,No ratings yet,True,"WARNING!!!!!!: HIGHLY STRATEGIC, HIGHLY ADDICTIVE, HIGHLY FUN.",2015-06-29
544,76561198078799606,http://steamcommunity.com/profiles/76561198078799606,,233450,No ratings yet,True,Very unique game and VERY addicive,2014-05-02
549,I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,,221260,No ratings yet,True,fun game for pryos,2013-05-06
552,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,,218620,2 of 6 people (33%) found this review helpful,True,Rather ♥♥♥♥ in my hands and clap than play this.Spent hardly anytime,2015-08-31
553,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,,419070,No ratings yet,True,Almir at OVERKILL should follow this route with DLCs,2015-12-28
554,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,,333930,No ratings yet,False,"Instead of adding more mercs, fix the already OP and broken mercs",2015-11-23
555,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,,287700,No ratings yet,True,15hrs in and not even 15% through.Worth every cent IMO,2015-09-04
556,76561198054465623,http://steamcommunity.com/profiles/76561198054465623,"Last edited April 8, 2015.",302830,26 of 33 people (79%) found this review helpful,False,ok if your thinking of playing this game don't. To kill you need weapons and to get weapons  you need real money and there is nothing yes i said nothing  in the shop you can buy with in game money.... what's the point.This game sucks from there it could of been better if they had  not put everything in the shop for real money....... i rate this game -10/10,2015-01-10
557,76561198054465623,http://steamcommunity.com/profiles/76561198054465623,,24240,2 of 3 people (67%) found this review helpful,True,This game is really good to play with 4 friends if your ready to thift stuff,2014-01-04
558,76561198054465623,http://steamcommunity.com/profiles/76561198054465623,,39800,0 of 1 people (0%) found this review helpful,True,try it,2015-04-24
559,76561198054465623,http://steamcommunity.com/profiles/76561198054465623,,250600,0 of 1 people (0%) found this review helpful,True,This game is great but sad,2014-02-21
560,76561198054465623,http://steamcommunity.com/profiles/76561198054465623,,105600,No ratings yet,True,what more can i add but saying time too get on my unicorn and shoot nana cats while fighting bosses and players!,2015-07-13
561,76561198054465623,http://steamcommunity.com/profiles/76561198054465623,,113020,No ratings yet,True,This game so far is very fun should get it for fun 4 co-op family night.,2014-04-03
562,aaropro,http://steamcommunity.com/id/aaropro,,440,1 of 1 people (100%) found this review helpful,True,This Game is very addictive and fun to play its cost no more than 0.0 and and is free to play. I give a 10/10,2014-08-29
564,abiam,http://steamcommunity.com/id/abiam,,238960,No ratings yet,True,"d,wa,dkoawdm,awod,mawok",2014-11-16
565,FrankoWalker,http://steamcommunity.com/id/FrankoWalker,,310370,1 of 2 people (50%) found this review helpful,True,This game really sums our lives as people. We start to lose our imagination as we grow older. The world becomes real not this fantasy world anymore where anything is possible. Great game i would recommend this game to anyone!,2015-01-04
566,FrankoWalker,http://steamcommunity.com/id/FrankoWalker,,260410,2 of 5 people (40%) found this review helpful,True,You should get this game.Nuff said.,2014-12-06
567,FrankoWalker,http://steamcommunity.com/id/FrankoWalker,,236390,2 of 5 people (40%) found this review helpful,True,Great Game!! Bad thing is THERE IS NO CANADIAN FACTIONS!!!!!!!!!!! COME ON!!!!!!!!THEY NEED CANADA!!!!!!!!!!!!!!,2014-05-16
568,LightfootSword7,http://steamcommunity.com/id/LightfootSword7,"Last edited November 26, 2015.",221100,4 of 4 people (100%) found this review helpful,False,"Dayz, what a broken game.It is only fun if you are playing with friends that can take the p*ss out of it, but if you don't have extra money to buy friends, you may want to aviod this.Dayz is poorly optimised, has texture pop in, zombies having the amazing ability to hit you from 100ft away and walk through walls (one of them must be god) and picking the right moment for the game to crash on you.The devs put the servers under maintenance but do f*** all to fix the game. The game is still in early access and will probably stay like that until the real apocalypse happens.",2015-11-26
570,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,,248820,1 of 1 people (100%) found this review helpful,True,HOLY ♥♥♥♥ING ♥♥♥♥!,2015-06-12
571,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,,730,1 of 1 people (100%) found this review helpful,True,The trailer was cool lol I guess it's k,2014-08-28
572,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,,550,1 of 1 people (100%) found this review helpful,True,Amazing! Well done by Valve to make an amazing casual shooter.,2014-05-20
573,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,,204030,1 of 1 people (100%) found this review helpful,True,An oldie but a goodie. Your path is very flexible and has everything an RPG needs.,2014-03-25
574,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,,440,1 of 2 people (50%) found this review helpful,True,"Team Fortress 2 is a cartoon-like first person shooter. The diversity of classes is amazing while keeping no class overpowered/underpowered. Best free-to-play game out there, better for the P2P's. <3.",2013-12-02
575,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,,383080,0 of 1 people (0%) found this review helpful,True,this game is great 10/10,2015-11-15
576,express157,http://steamcommunity.com/id/express157,,304930,No ratings yet,True,good game,2014-09-02
577,76561198074644990,http://steamcommunity.com/profiles/76561198074644990,,242760,1 of 1 people (100%) found this review helpful,True,swag,2015-02-05
578,76561198074644990,http://steamcommunity.com/profiles/76561198074644990,,207230,0 of 1 people (0%) found this review helpful,True,Its great 10/10,2015-02-06
579,76561198074644990,http://steamcommunity.com/profiles/76561198074644990,,9180,1 of 49 people (2%) found this review helpful,False,it sucks balls.com,2013-12-24
580,76561198064304806,http://steamcommunity.com/profiles/76561198064304806,,730,0 of 1 people (0%) found this review helpful,True,When i have 1000 hours playing 1 game i know i need to stop :P.,2015-12-11
581,TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,,10150,2 of 5 people (40%) found this review helpful,True,buenisiiimo juego es un vicio ewe,2014-02-16
583,76561198057086148,http://steamcommunity.com/profiles/76561198057086148,,214950,No ratings yet,True,"really great game a turn-based strategy game. play as rome and becume and empire or  play as lots of other factions. be sparta with the greek state dlc. the game is REALLY ADDICTIVE. i will give this a 9% out of 10%. fyi i am writeing this in 2015 so yeah. you need a good,SUPER or ok computer",2015-01-17
584,Acidius99,http://steamcommunity.com/id/Acidius99,,218620,1 of 1 people (100%) found this review helpful,True,"Very great game, original concept and definitely worth the money",2014-06-21
587,Acidius99,http://steamcommunity.com/id/Acidius99,,220240,1 of 2 people (50%) found this review helpful,True,"This game is amazing, the graphics, the story, the concept, the environment, it's just beautiful. I rate it 9/10",2014-12-30
588,Acidius99,http://steamcommunity.com/id/Acidius99,,271290,1 of 3 people (33%) found this review helpful,False,"This game does't have half life 3, therefore it sucks. 0/10 would internet conspiracy again",2015-07-09
589,acorn13,http://steamcommunity.com/id/acorn13,,313740,3 of 4 people (75%) found this review helpful,True,"Played through the game using my foot on the spacebar. Gameplay's too easy, waiting for hard mode dlc.",2014-07-31
590,acorn13,http://steamcommunity.com/id/acorn13,,34330,1 of 1 people (100%) found this review helpful,True,You don't own this game? SHAMEFUL DISPRAY!,2012-07-12
591,acorn13,http://steamcommunity.com/id/acorn13,,271590,1 of 2 people (50%) found this review helpful,True,"Strongest social commentary on the modern era we live in I've ever seen in a piece of media.10/10, would run over hipsters/'swagsters' all day.",2015-05-01
593,AddzyTheBaddzy,http://steamcommunity.com/id/AddzyTheBaddzy,,291550,2 of 3 people (67%) found this review helpful,True,It's super smash bros. on PC done right! Buy it now or wait for an access code,2015-02-02
594,AddzyTheBaddzy,http://steamcommunity.com/id/AddzyTheBaddzy,,259080,1 of 2 people (50%) found this review helpful,True,"This is a very good multiplayer with servers full of many players but with a few bugs, but if you loved single player you would love this!",2013-12-16
595,mrfunkyjunkie,http://steamcommunity.com/id/mrfunkyjunkie,,233250,1 of 1 people (100%) found this review helpful,True,"this game, whilst in beta - has all the hallmarks of being a 'spirital successor' to total annihilation or supreme commander.thus far, the only gripe ive had, is having to manually install the DX9 components this game requires - but being its beta, it can only get better from here.",2014-01-05
596,mrfunkyjunkie,http://steamcommunity.com/id/mrfunkyjunkie,,256350,0 of 1 people (0%) found this review helpful,True,good mixture of vrally and mario kart.,2014-11-23
597,mrfunkyjunkie,http://steamcommunity.com/id/mrfunkyjunkie,,249380,No ratings yet,True,"Firstly, this is based on the 'early access' release of 11/3/15.We all know carmageddon is the apitomy of 'in your face' games, which includes other titles such as manhunt, thrill kill, gta, postal etc.as of the latest update (and theres been a few in the past few months) - although its in 'early access' the game is nicely playable, the game modes and levels are diverse and varied (although players of the original series will find a few familiar haunts).in its current state - the texture optimization / physic's dont quite run as well as they could, but Im confident stainless will continue working on refining their code to run a bit better (this isnt to say - the physics dont work - they do, and are AWESOME) - however in the games current state, the physics and rendering of additional players seems to tax a system quite intensively. if the quality of the final product can be judged off the current state, I'd say we're in for an excellent ride upon final release.",2015-03-11
600,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,,391540,No ratings yet,True,AMAZEING GAME :Sans:,2015-12-25
601,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,,265930,No ratings yet,True,MAJESTIC SOOOOO MAJESTIC,2015-11-29
602,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,,620,No ratings yet,True,BEST GAME,2015-11-06
603,cancerkek,http://steamcommunity.com/id/cancerkek,,730,0 of 1 people (0%) found this review helpful,True,10/10 would bang,2015-02-27
604,76561198073508075,http://steamcommunity.com/profiles/76561198073508075,,10090,1 of 1 people (100%) found this review helpful,True,Awesome game sooooooo fun one of the best games I have ever played. Soooooooo much to do thx to zombies and custom zombies =),2014-04-13
606,76561198073508075,http://steamcommunity.com/profiles/76561198073508075,"Last edited June 7, 2014.",218680,No ratings yet,True,Great game I am lagughing so hard after playing i don't even need to spell correctly to find what I'm after or just look for somethig to try so recomend this game,2014-06-07
610,advenger95,http://steamcommunity.com/id/advenger95,,22370,1 of 2 people (50%) found this review helpful,True,"I got to make a sword which burned people alive while slicing them up.1000000/10P.s. The game works guts, calm down. You just need to set the compatabiulity settings to allow it to run as administrater. It says so on the Bethesda FAQ's.Good hunting in the wastes :D",2015-06-05
611,advenger95,http://steamcommunity.com/id/advenger95,,307690,No ratings yet,True,"In the course of three hours playing this game, I was able to:- Arrest innocent civilians on the streets using hacked security cameras (meant for drug busts)- rank up a high score out of dragon kicking people in the face- Bust up almost every goon mob snooping around-Throw a guy into an aquarium- Sing kareoke like a shnub- Drink energy drinks after a long day of punching people in the face- Learn kung fu- DRESS UP LIKE SHEN ZENG!!!!!In many ways, yes this is eastern GTA, but it keeps things interesting with a (almost) fluid combat system and varied cop/ triad sidequests.Plus as I've already explained (in a way) its a fun game to just ♥♥♥♥ around in.Dragon punched in the face but laughing as you fall/10",2015-09-02
612,advenger95,http://steamcommunity.com/id/advenger95,,72850,No ratings yet,True,"This game came out only four years ago, and even to this day am I still discovering new quests, dungeons, perks ans items which I never noticed in my first playthrough. Thats what I love about the elder scrolls series (and other bethesda RPG's), in that they are only as deep and as complex as you want them to be, bring with it an infinite amount of playtime hours. Give up as it sucks your life up completely, you cant win!!!!! :D",2015-06-05
613,EndAtHallow,http://steamcommunity.com/id/EndAtHallow,,1250,No ratings yet,True,"I've played a lot of zombie games in my time, but Killing Floor is by far the most intense. When you have your back to the wall, facing down a Fleshpound and a Scrake, with nothing left but a knife and dead teammates, it really makes your adrenaline kick in. The fact that this game is generally focussed on (but not limited to) multiplayer and teamwork is what makes it that much more enjoyable. Why face hordes of endless flesh-eating creatures alone, when you can share the fun of burning them, blowing them up and hacking them apart with a team? The wide variety of weapons, maps and enemies  really adds to the enjoyment that I got (and continue to get) out of this game.",2015-01-15
614,76561198063624801,http://steamcommunity.com/profiles/76561198063624801,,440,No ratings yet,True,Is a brillant game,2014-01-12
615,aeryal,http://steamcommunity.com/id/aeryal,,440,No ratings yet,True,"good graphics, intense gameplay, and most of all......HATS!!!!",2014-05-03
616,76561198070263209,http://steamcommunity.com/profiles/76561198070263209,,570,No ratings yet,True, ,2013-12-13
617,76561198015968275,http://steamcommunity.com/profiles/76561198015968275,,248610,No ratings yet,True,"""ill just have a quick try"" - me 5 hours ago",2015-09-06
618,Agiegamma,http://steamcommunity.com/id/Agiegamma,,208090,No ratings yet,True,"I want to figure out the downsides while outlining the positives. This game has lots of action included, its a real challenge but some weapons seem hardly usable in fights. Rockets are good as short burst damage output, but they can be easily dodged and the player usually switches weapons after. Theres hardly any time for sniping, easpecially in relatively small maps,Other than that, the weapon customisation is great and its fun to try out combos. Really gets your heart pumping and the taunts look amazing. 8/10",2014-02-12
619,76561198082614708,http://steamcommunity.com/profiles/76561198082614708,,250340,No ratings yet,True,"The second day I bought this game , made me crazy. My google search is all about ""BlockLand Add-ons"". I really like this game and like add-ons , its just like gmod :D ( but easier ) BUY IT. BUY IT , NOW! :D",2014-04-28
620,Agronoth,http://steamcommunity.com/id/Agronoth,,244850,1 of 2 people (50%) found this review helpful,True,Most amazing sandbox game EVER!Definitly get this game its a amazing ;),2014-02-09
621,Agronoth,http://steamcommunity.com/id/Agronoth,,221640,0 of 1 people (0%) found this review helpful,True,"I got this game expecting about an hour of joy, instead...instead it took over my life..What felt like a couple of minutes became 6 hours.Everything is Hexagon.",2015-04-24
622,Agronoth,http://steamcommunity.com/id/Agronoth,,104900,0 of 1 people (0%) found this review helpful,True,"One of my Favourite games, keeps me coming back to play more, such immersive gameplay.11/10 would have high latency again.",2015-03-21
623,Agronoth,http://steamcommunity.com/id/Agronoth,,105600,0 of 1 people (0%) found this review helpful,True,"Great combat, Great building,Great boss fights, Great game.",2015-02-28
624,Agronoth,http://steamcommunity.com/id/Agronoth,,9450,2 of 9 people (22%) found this review helpful,False,Can only use 2 races when playing online unless you own the other games...(Otherwise a fun game),2015-07-15
625,UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,,262410,6 of 6 people (100%) found this review helpful,True,Es muy Original! Me encanta :3,2014-10-07
626,UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,,222940,3 of 3 people (100%) found this review helpful,True,"Muy entretenido, con muy bonitos gráficos, muchísimos personajes, muchos modos de juego y una interesante historia. Yay!! :3",2015-12-22
627,UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,,221040,1 of 1 people (100%) found this review helpful,True,Esta Re Bueno! xD,2014-05-06
628,76561198068565589,http://steamcommunity.com/profiles/76561198068565589,,221100,1 of 1 people (100%) found this review helpful,True,I fully stand by MY product,2014-02-22
629,76561198068565589,http://steamcommunity.com/profiles/76561198068565589,,286570,1 of 7 people (14%) found this review helpful,True,"Everyone is complaining how ♥♥♥♥ this game is. Its really not that bad, in fact it is really good. you guys are all saying that it crashes and it has a million glitches, it has not crashed for me, i play this game on ultra high settings, i get 60fps. dont listen to these other ♥♥♥♥♥♥♥♥s writing these reviews. all i can say about this game is, have a more then capable computer, i have a intel i5 4460 processor, windows 8.1 and a gtx 960, this game IS good, just need to fix a few glitches and optimize the game alittle better",2015-07-18
630,76561198068565589,http://steamcommunity.com/profiles/76561198068565589,,263440,1 of 19 people (5%) found this review helpful,False,its gay,2014-10-24
631,SlutOnTheSpit,http://steamcommunity.com/id/SlutOnTheSpit,,4000,No ratings yet,True,"So much fun, best way to kill time",2014-01-02
632,WestyGaming,http://steamcommunity.com/id/WestyGaming,,223710,1 of 2 people (50%) found this review helpful,True,Gave me nightmares for a week. 10/10,2014-06-07
633,NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,317360,No ratings yet,True,Jump simulator hahahahaha!!!,2014-10-28
634,NaruseAiria,http://steamcommunity.com/id/NaruseAiria,"Last edited May 8, 2015.",108600,No ratings yet,True,░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▀█░░█▀▀█░░░░█░░▀█░░█▀▀█░░░░░░░░░░░░░░░░░░░░░█░░█░░█░░░█░░░░█░░█░░█░░░░░░░░░░░░░░░░░░░░▀▀▀░▀▀▀▀░░█░░░░▀▀▀░▀▀▀▀░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░I LIKE THIS GAME,2014-10-15
635,NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,259080,No ratings yet,True,nice mod,2013-12-20
636,NaruseAiria,http://steamcommunity.com/id/NaruseAiria,,208520,No ratings yet,True,nice game,2013-12-06
637,76561198067713802,http://steamcommunity.com/profiles/76561198067713802,,239660,No ratings yet,True,it is a fun game but lag might be a issue but non the less a good game,2015-09-27
638,76561198067713802,http://steamcommunity.com/profiles/76561198067713802,,304930,No ratings yet,True,it ia a real good game with good crafting,2015-03-28
642,Alex680,http://steamcommunity.com/id/Alex680,,4000,1 of 1 people (100%) found this review helpful,True,Awesome game. would tap/10,2014-04-25
643,alansiulun,http://steamcommunity.com/id/alansiulun,"Last edited May 21, 2015.",295270,4 of 12 people (33%) found this review helpful,True,"Better and easier to use UI, better Match engine with more realistic movement.More tactic and role choice",2014-11-01
644,alansiulun,http://steamcommunity.com/id/alansiulun,,265930,No ratings yet,True,Very funny,2015-05-21
645,Albolah,http://steamcommunity.com/id/Albolah,,283920,11 of 14 people (79%) found this review helpful,True,I played this back in prep (When I was 7) on an old crusty computer. I still want to kill myself.,2015-12-29
646,Albolah,http://steamcommunity.com/id/Albolah,,440,1 of 1 people (100%) found this review helpful,True,Absolutely ♥♥♥♥ing lovely.Soviet approved.,2015-10-18
647,Albolah,http://steamcommunity.com/id/Albolah,,294650,1 of 2 people (50%) found this review helpful,True,"It's alright, at least it has better graphics than Fallout 4.",2015-12-30
649,76561198003056556,http://steamcommunity.com/profiles/76561198003056556,,233720,No ratings yet,True,Do whatever you like but just dont use a screwdriver to take apart the ribcage,2014-08-15
651,maxpaynepillkiller,http://steamcommunity.com/id/maxpaynepillkiller,,12120,9 of 11 people (82%) found this review helpful,True,This game is our lifes becomes more awesome.Thx Rockstar Studio <3Follow The Train CJ-BigSmoke,2015-12-30
654,maxpaynepillkiller,http://steamcommunity.com/id/maxpaynepillkiller,,55230,1 of 2 people (50%) found this review helpful,True,Luv It :D,2015-10-07
656,AlexNoClutch,http://steamcommunity.com/id/AlexNoClutch,"Last edited September 6, 2015.",227860,1 of 1 people (100%) found this review helpful,False,">Your yellow guys spawn in.>You assign them to tasks.>They start cutting wood.>Your wood falls of sky-island.>Your minions freeze and do nothing wondering what just happened.11/10 would play again.also the devs do litterally nothing, they say they are doing stuff but they really arent.",2015-06-05
657,Alexwai04,http://steamcommunity.com/id/Alexwai04,,218620,No ratings yet,True,This is god  like,2015-01-09
